playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
ariasal01,1967.0,11.0,20.0,USA,NY,New York,,,,,,,Alex,Arias,Alejandro,185.0,75.0,R,R,1992-05-12,2002-09-22,ariaa001,ariasal01,,
ariasal02,1983.0,10.0,14.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Alberto,Arias,Alberto A.,155.0,71.0,R,R,2007-05-01,2009-08-23,ariaa002,ariasal02,,
ariasge01,1972.0,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,arizona,1993.0
ariasge01,1972.0,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,azpimcc,1991.0
ariasge01,1972.0,3.0,12.0,USA,AZ,Tucson,,,,,,,George,Arias,George Alberto,190.0,71.0,R,R,1996-04-02,1999-07-28,ariag001,ariasge01,azpimcc,1992.0
ariasjo01,1984.0,9.0,21.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Joaquin,Arias,Joaquin,185.0,73.0,R,R,2006-09-13,2015-07-24,ariaj001,ariasjo01,,
ariasru01,1931.0,6.0,6.0,Cuba,,Las Villas,,,,,,,Rudy,Arias,Rodolfo,165.0,70.0,L,L,1959-04-10,1959-08-26,ariar101,ariasru01,,
arletbu01,1899.0,1.0,3.0,USA,CA,Elmhurst,1964.0,5.0,16.0,USA,MN,Minneapolis,Buzz,Arlett,Russell Loris,225.0,75.0,B,R,1931-04-14,1931-09-27,arleb101,arletbu01,,
arlicdo01,1943.0,2.0,15.0,USA,MI,Wayne,,,,,,,Don,Arlich,Donald Louis,185.0,74.0,L,L,1965-10-02,1966-08-04,arlid101,arlicdo01,,
arlinst01,1945.0,9.0,25.0,USA,WA,Seattle,2016.0,8.0,17.0,USA,CA,San Diego,Steve,Arlin,Stephen Ralph,195.0,75.0,R,R,1969-06-17,1974-09-14,arlis101,arlinst01,ohiost,1965.0
arlinst01,1945.0,9.0,25.0,USA,WA,Seattle,2016.0,8.0,17.0,USA,CA,San Diego,Steve,Arlin,Stephen Ralph,195.0,75.0,R,R,1969-06-17,1974-09-14,arlis101,arlinst01,ohiost,1966.0
armasma01,1969.0,8.0,5.0,Venezuela,Anzoategui,Puerto Piritu,,,,,,,Marcos,Armas,Marcos Rafael,190.0,77.0,R,R,1993-05-25,1993-09-29,armam001,armasma01,,
armasto01,1953.0,7.0,2.0,Venezuela,Anzoategui,Puerto Piritu,,,,,,,Tony,Armas,Antonio Rafael,182.0,71.0,R,R,1976-09-06,1989-10-01,armat001,armasto01,,
armasto02,1978.0,4.0,29.0,Venezuela,Anzoategui,Puerto Piritu,,,,,,,Tony,Armas,Antonio Jose,205.0,76.0,R,R,1999-08-16,2008-07-07,armat002,armasto02,,
armbrch01,1880.0,8.0,30.0,USA,OH,Cincinnati,1964.0,10.0,7.0,USA,OR,Grants Pass,Charlie,Armbruster,Charles Anthony,180.0,69.0,R,R,1905-07-17,1907-09-11,armbc101,armbrch01,,
armbred01,1948.0,7.0,4.0,Bahamas,New Providence,Nassau,,,,,,,Ed,Armbrister,Edison Rosanda,160.0,71.0,R,R,1973-08-31,1977-10-02,armbe101,armbred01,,
armbrha01,1882.0,3.0,20.0,USA,OH,Liverpool,1953.0,12.0,10.0,USA,OH,Cincinnati,Harry,Armbruster,Harry Gregory,190.0,70.0,L,L,1906-04-30,1906-10-03,armbh101,armbrha01,,
armbror01,1908.0,3.0,2.0,USA,AR,Beirne,1967.0,10.0,2.0,USA,AL,Mobile,Orville,Armbrust,Orville Martin,195.0,70.0,R,R,1934-09-18,1934-09-30,armbo101,armbror01,,
armoubi99,1869.0,9.0,3.0,USA,PA,Homestead,1922.0,12.0,2.0,USA,MN,Minneapolis,Bill,Armour,William Reginald,,,,,,,armob801,armoubi99,,
armstbo01,1850.0,7.0,4.0,USA,MD,Baltimore,1917.0,12.0,3.0,USA,TX,Fort Worth,Robert,Armstrong,Robert Livingston,160.0,74.0,,,1871-06-26,1871-08-29,armsr101,armstsa01,,
armstge01,1924.0,6.0,3.0,USA,NJ,Orange,1993.0,7.0,24.0,USA,NJ,Orange,George,Armstrong,Noble George,190.0,70.0,R,R,1946-04-26,1946-06-23,armsg101,armstge01,,
armstho01,1889.0,12.0,2.0,USA,OH,East Claridon,1926.0,3.0,8.0,USA,NY,Canisteo,Howard,Armstrong,Howard Elmer,165.0,69.0,R,R,1911-09-30,1911-09-30,armsh101,armstho01,,
armstja01,1965.0,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,oklahoma,1987.0
armstja01,1965.0,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1984.0
armstja01,1965.0,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1985.0
armstja01,1965.0,3.0,7.0,USA,NJ,Englewood,,,,,,,Jack,Armstrong,Jack William,220.0,77.0,R,R,1988-06-21,1994-04-17,armsj001,armstja01,rider,1986.0
armstmi01,1954.0,3.0,7.0,USA,NY,Glen Cove,,,,,,,Mike,Armstrong,Michael Dennis,193.0,75.0,R,R,1980-08-12,1987-07-05,armsm001,armstmi01,miamifl,1973.0
armstsh01,1990.0,9.0,11.0,USA,NC,New Bern,,,,,,,Shawn,Armstrong,Shawn Michael,225.0,74.0,R,R,2015-08-08,2017-09-07,armss001,armstsh01,,
arndtha01,1879.0,2.0,12.0,USA,IN,South Bend,1921.0,3.0,25.0,USA,IN,South Bend,Harry,Arndt,Harry John,165.0,,R,R,1902-07-02,1907-05-25,arndh101,arndtha01,,
arndtla01,1963.0,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1982.0
arndtla01,1963.0,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1983.0
arndtla01,1963.0,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1984.0
arndtla01,1963.0,2.0,25.0,USA,OH,Fremont,2014.0,1.0,3.0,USA,AZ,Tucson,Larry,Arndt,Larry Wayne,195.0,73.0,R,R,1989-06-06,1989-06-07,arndl001,arndtla01,bowlgreen,1985.0
arnolbi01,1851.0,3.0,2.0,USA,CT,Middletown,1899.0,1.0,18.0,USA,NY,Albany,Billy,Arnold,Willis S.,,,,,1872-04-26,1872-05-02,arnob101,arnolbi01,,
arnolch01,1947.0,11.0,6.0,USA,CA,Long Beach,,,,,,,Chris,Arnold,Christopher Paul,160.0,70.0,R,R,1971-09-07,1976-10-02,arnoc101,arnolch01,,
arnolja01,1974.0,3.0,24.0,USA,MI,Dearborn,,,,,,,Jamie,Arnold,James Lee,190.0,74.0,R,R,1999-04-20,2000-10-01,arnoj001,arnolja01,,
arnolsc01,1962.0,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1981.0
arnolsc01,1962.0,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1982.0
arnolsc01,1962.0,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1983.0
arnolsc01,1962.0,8.0,18.0,USA,KY,Lexington,,,,,,,Scott,Arnold,Scott Gentry,210.0,74.0,R,R,1988-04-07,1988-04-23,arnos001,arnolsc01,miamioh,1984.0
arnolto01,1959.0,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1978.0
arnolto01,1959.0,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1979.0
arnolto01,1959.0,5.0,3.0,USA,TX,El Paso,,,,,,,Tony,Arnold,Tony Dale,170.0,71.0,R,R,1986-08-09,1987-10-03,arnot001,arnolto01,texas,1981.0
arnovmo01,1910.0,11.0,16.0,USA,WI,Superior,1959.0,7.0,20.0,USA,WI,Superior,Morrie,Arnovich,Morris,168.0,70.0,R,R,1936-09-14,1946-04-21,arnom101,arnovmo01,,
arnsbbr01,1963.0,8.0,20.0,USA,WA,Seattle,,,,,,,Brad,Arnsberg,Bradley James,205.0,76.0,R,R,1986-09-06,1992-04-23,arnsb001,arnsbbr01,camerce,1982.0
arnsbbr01,1963.0,8.0,20.0,USA,WA,Seattle,,,,,,,Brad,Arnsberg,Bradley James,205.0,76.0,R,R,1986-09-06,1992-04-23,arnsb001,arnsbbr01,camerce,1983.0
arntzor01,1909.0,10.0,18.0,USA,IL,Beverly,1970.0,1.0,28.0,USA,IA,Cedar Rapids,Orie,Arntzen,Orie Edgar,200.0,73.0,R,R,1943-04-20,1943-09-26,arnto101,arntzor01,,
arochre01,1964.0,2.0,24.0,Cuba,La Habana,La Habana,,,,,,,Rene,Arocha,Rene,180.0,72.0,R,R,1993-04-09,1997-06-06,arocr001,arochre01,,
arojo01,1990.0,10.0,10.0,D.R.,La Vega,La Vega,,,,,,,Jonathan,Aro,Jonathan Arturo,235.0,72.0,R,R,2015-06-25,2016-06-20,aro-j001,arojo01,,
arredjo01,1984.0,3.0,12.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Jose,Arredondo,Jose Juan,190.0,72.0,R,R,2008-05-14,2012-10-03,arrej001,arredjo01,,
arrieja01,1986.0,3.0,6.0,USA,MO,Farmington,,,,,,,Jake,Arrieta,Jacob Joseph,225.0,76.0,R,R,2010-06-10,2017-09-26,arrij001,arrieja01,txchrist,2006.0
arrieja01,1986.0,3.0,6.0,USA,MO,Farmington,,,,,,,Jake,Arrieta,Jacob Joseph,225.0,76.0,R,R,2010-06-10,2017-09-26,arrij001,arrieja01,txchrist,2007.0
arrigge01,1941.0,6.0,12.0,USA,IL,Chicago,,,,,,,Gerry,Arrigo,Gerald William,185.0,73.0,L,L,1961-06-12,1970-06-05,arrig101,arrigge01,,
arrojro01,1965.0,7.0,18.0,Cuba,Villa Clara,Santa Clara,,,,,,,Rolando,Arrojo,Luis Rolando,215.0,76.0,R,R,1998-04-01,2002-09-22,arror001,arrojro01,,
arroybr01,1977.0,2.0,24.0,USA,FL,Key West,,,,,,,Bronson,Arroyo,Bronson Anthony,185.0,75.0,R,R,2000-06-12,2017-06-18,arrob001,arroybr01,,
arroych01,1995.0,5.0,30.0,USA,FL,Tampa,,,,,,,Christian,Arroyo,Christian Israel,180.0,73.0,R,R,2017-04-24,2017-06-02,arroc001,arroych01,,
arroyfe01,1952.0,3.0,21.0,USA,CA,Sacramento,,,,,,,Fernando,Arroyo,Fernando,180.0,74.0,R,R,1975-06-28,1986-08-11,arrof001,arroyfe01,,
arroylu01,1927.0,2.0,18.0,P.R.,,Penuelas,2016.0,1.0,13.0,P.R.,,Ponce,Luis,Arroyo,Luis Enrique,178.0,68.0,L,L,1955-04-20,1963-05-28,arrol101,arroylu01,,
arroyru01,1950.0,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,Rudolph,195.0,74.0,L,L,1971-06-01,1971-06-24,arror101,arroyru01,cafooth,1969.0
arroyru01,1950.0,6.0,19.0,USA,NY,New York,,,,,,,Rudy,Arroyo,Rudolph,195.0,74.0,L,L,1971-06-01,1971-06-24,arror101,arroyru01,cafooth,1970.0
arrueer01,1990.0,3.0,25.0,Cuba,Cienfuegos,Cienfuegos,,,,,,,Erisbel,Arruebarrena,Barbaro Erisbel,230.0,73.0,R,R,2014-05-23,2014-09-28,arrue001,arrueba01,,
arundha01,1855.0,2.0,8.0,USA,PA,Philadelphia,1904.0,3.0,25.0,USA,OH,Cleveland,Harry,Arundel,Harry,145.0,66.0,,R,1875-07-19,1884-10-10,arunh101,arundha01,,
arundtu01,1862.0,6.0,30.0,USA,NY,Auburn,1912.0,9.0,5.0,USA,NY,Romulus,Tug,Arundel,John Thomas,175.0,70.0,R,R,1882-05-23,1888-09-27,arunt101,arundtu01,,
asadora01,1962.0,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1981.0
asadora01,1962.0,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1982.0
asadora01,1962.0,10.0,20.0,USA,CA,Fresno,,,,,,,Randy,Asadoor,Randall Carl,185.0,73.0,R,R,1986-09-14,1986-10-05,asadr001,asadora01,fresnost,1983.0
asbelji01,1914.0,6.0,22.0,USA,TX,Dallas,1967.0,7.0,6.0,USA,CA,San Mateo,Jim,Asbell,James Marion,195.0,72.0,R,R,1938-05-08,1938-10-02,asbej101,asbelji01,,
asbjoca01,1909.0,6.0,19.0,USA,MA,Concord,1970.0,1.0,21.0,USA,PA,Williamsport,Casper,Asbjornson,Robert Anthony,196.0,73.0,R,R,1928-09-17,1932-08-31,asbjc101,asbjoca01,,
ascanjo01,1985.0,5.0,2.0,Venezuela,Aragua,Maracay,,,,,,,Jose,Ascanio,Jose Eleazar,195.0,71.0,R,R,2007-07-13,2011-06-05,ascaj001,ascanjo01,,
ascheco01,1990.0,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2009.0
ascheco01,1990.0,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2010.0
ascheco01,1990.0,6.0,30.0,USA,MO,St. Charles,,,,,,,Cody,Asche,Cody James,205.0,73.0,L,R,2013-07-30,2017-05-12,aschc001,ascheco01,nebraska,2011.0
asencmi01,1980.0,9.0,29.0,D.R.,Santo Domingo,Villa Mella,,,,,,,Miguel,Asencio,Miguel,190.0,74.0,R,R,2002-04-06,2006-04-29,asenm001,asencmi01,,
ashburi01,1927.0,3.0,19.0,USA,NE,Tilden,1997.0,9.0,9.0,USA,NY,New York,Richie,Ashburn,Don Richard,170.0,70.0,L,R,1948-04-20,1962-09-30,ashbr101,ashburi01,,
ashbyal01,1951.0,7.0,8.0,USA,CA,Long Beach,,,,,,,Alan,Ashby,Alan Dean,185.0,74.0,B,R,1973-07-03,1989-05-09,ashba001,ashbyal01,,
ashbyan01,1967.0,7.0,11.0,USA,MO,Kansas City,,,,,,,Andy,Ashby,Andrew Jason,180.0,73.0,R,R,1991-06-10,2004-09-14,ashba002,ashbyan01,mocrowd,1986.0
asheral01,1991.0,10.0,4.0,USA,FL,Lakeland,,,,,,,Alec,Asher,Alec Edward,240.0,76.0,R,R,2015-08-30,2017-09-02,ashea001,asheral01,,
ashfotu01,1954.0,12.0,4.0,USA,TN,Memphis,,,,,,,Tucker,Ashford,Thomas Steven,195.0,73.0,R,R,1976-09-21,1984-05-14,ashft001,ashfotu01,olemiss,1973.0
ashfotu01,1954.0,12.0,4.0,USA,TN,Memphis,,,,,,,Tucker,Ashford,Thomas Steven,195.0,73.0,R,R,1976-09-21,1984-05-14,ashft001,ashfotu01,tnswten,1974.0
ashke01,1901.0,9.0,16.0,USA,WV,Anmoore,1979.0,11.0,15.0,USA,WV,Clarksburg,Ken,Ash,Kenneth Lowther,165.0,71.0,R,R,1925-04-17,1930-09-26,ash-k101,ashke01,wvwesleyan,1921.0
ashlebi01,1970.0,7.0,11.0,USA,MI,Trenton,,,,,,,Billy,Ashley,Billy Manual,220.0,79.0,R,R,1992-09-01,1998-07-30,ashlb001,ashlebi01,,
ashlene01,1984.0,8.0,14.0,USA,IN,Vincennes,,,,,,,Nevin,Ashley,Nevin Robert,245.0,73.0,R,R,2015-09-09,2015-10-02,ashln001,ashlene01,,
asmusto01,1878.0,9.0,26.0,USA,IL,Chicago,1963.0,8.0,21.0,USA,IL,Arlington Heights,Tom,Asmussen,Thomas William,,71.0,,R,1907-08-10,1907-08-19,asmut101,asmusto01,,
asprobo01,1938.0,6.0,19.0,USA,NY,Brooklyn,,,,,,,Bob,Aspromonte,Robert Thomas,170.0,74.0,R,R,1956-09-19,1971-09-28,asprb101,asprobo01,,
asproke01,1931.0,9.0,22.0,USA,NY,Brooklyn,,,,,,,Ken,Aspromonte,Kenneth Joseph,180.0,72.0,R,R,1957-09-02,1963-06-21,asprk101,asproke01,,
asselbr01,1953.0,9.0,23.0,USA,CA,Santa Barbara,,,,,,,Brian,Asselstine,Brian Hanly,175.0,73.0,L,R,1976-09-14,1981-10-03,asseb101,asselbr01,,
assenpa01,1960.0,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1980.0
assenpa01,1960.0,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1981.0
assenpa01,1960.0,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1982.0
assenpa01,1960.0,12.0,10.0,USA,MI,Detroit,,,,,,,Paul,Assenmacher,Paul Andre,195.0,75.0,L,L,1986-04-12,1999-10-03,assep001,assenpa01,aquinasmi,1983.0
astacez01,1979.0,11.0,4.0,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Ezequiel,Astacio,Ezequiel F.,200.0,75.0,R,R,2005-05-03,2006-05-10,astae001,astacez01,,
astacpe01,1968.0,11.0,28.0,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Pedro,Astacio,Pedro Julio,174.0,74.0,R,R,1992-07-03,2006-09-27,astap001,astacpe01,,
astinba01,1991.0,10.0,22.0,USA,AR,Forrest City,,,,,,,Barrett,Astin,Barrett,225.0,73.0,R,R,2017-04-03,2017-05-14,astib001,astinba01,,
astrojo01,1922.0,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1940.0
astrojo01,1922.0,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1941.0
astrojo01,1922.0,9.0,1.0,USA,IL,East Alton,2013.0,5.0,3.0,USA,FL,Boca Raton,Joe,Astroth,Joseph Henry,187.0,69.0,R,R,1945-08-13,1956-05-13,astrj101,astrojo01,illinois,1942.0
asuajca01,1991.0,11.0,2.0,Venezuela,Lara,Barquisimeto,,,,,,,Carlos,Asuaje,Carlos A.,158.0,69.0,L,R,2016-09-21,2017-10-01,asuac001,asuajca01,,
atchisc01,1976.0,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1995.0
atchisc01,1976.0,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1996.0
atchisc01,1976.0,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1998.0
atchisc01,1976.0,3.0,29.0,USA,TX,Denton,,,,,,,Scott,Atchison,Scott Barham,200.0,74.0,R,R,2004-07-31,2015-06-22,atchs001,atchisc01,txchrist,1999.0
atchlju01,1973.0,9.0,5.0,USA,WA,Sedro-Woolley,,,,,,,Justin,Atchley,Justin Scott,215.0,75.0,L,L,2001-04-07,2001-07-12,atchj001,atchlju01,texasam,1994.0
atchlju01,1973.0,9.0,5.0,USA,WA,Sedro-Woolley,,,,,,,Justin,Atchley,Justin Scott,215.0,75.0,L,L,2001-04-07,2001-07-12,atchj001,atchlju01,texasam,1995.0
atchlju01,1973.0,9.0,5.0,USA,WA,Sedro-Woolley,,,,,,,Justin,Atchley,Justin Scott,215.0,75.0,L,L,2001-04-07,2001-07-12,atchj001,atchlju01,wawalla,1992.0
atchlju01,1973.0,9.0,5.0,USA,WA,Sedro-Woolley,,,,,,,Justin,Atchley,Justin Scott,215.0,75.0,L,L,2001-04-07,2001-07-12,atchj001,atchlju01,wawalla,1993.0
atherch01,1873.0,11.0,19.0,USA,NJ,New Brunswick,1935.0,12.0,17.0,Austria,,Vienna,Charlie,Atherton,Charles Morgan Herbert,160.0,70.0,R,R,1899-05-30,1899-08-22,athec101,atherch01,pennst,1893.0
atherch01,1873.0,11.0,19.0,USA,NJ,New Brunswick,1935.0,12.0,17.0,Austria,,Vienna,Charlie,Atherton,Charles Morgan Herbert,160.0,70.0,R,R,1899-05-30,1899-08-22,athec101,atherch01,pennst,1894.0
atherch01,1873.0,11.0,19.0,USA,NJ,New Brunswick,1935.0,12.0,17.0,Austria,,Vienna,Charlie,Atherton,Charles Morgan Herbert,160.0,70.0,R,R,1899-05-30,1899-08-22,athec101,atherch01,pennst,1895.0
atherke01,1959.0,2.0,19.0,USA,VA,Newport News,,,,,,,Keith,Atherton,Keith Rowe,200.0,76.0,R,R,1983-07-14,1989-08-05,athek001,atherke01,,
atilalu01,1985.0,5.0,10.0,P.R.,,Santurce,,,,,,,Luis,Atilano,Luis A.,220.0,74.0,R,R,2010-04-23,2010-07-20,atill001,atilalu01,,
atkinal01,1861.0,3.0,9.0,USA,IL,Clinton,1952.0,6.0,17.0,USA,MO,McNatt,Al,Atkinson,Albert Wright,165.0,71.0,R,R,1884-05-01,1887-08-13,atkia101,atkinal01,,
atkinbi01,1954.0,10.0,4.0,CAN,ON,Chatham,,,,,,,Bill,Atkinson,William Cecil Glenn,165.0,67.0,L,R,1976-09-18,1979-09-26,atkib101,atkinbi01,,
atkined01,1851.0,,,USA,MD,Baltimore,,,,,,,Ed,Atkinson,Edward,,,,,1873-10-22,1873-10-23,atkie101,atkined01,,
atkinga01,1979.0,12.0,12.0,USA,CA,Orange,,,,,,,Garrett,Atkins,Garrett Bernard,190.0,74.0,R,R,2003-08-03,2010-06-25,atkig001,atkinga01,ucla,1998.0
atkinga01,1979.0,12.0,12.0,USA,CA,Orange,,,,,,,Garrett,Atkins,Garrett Bernard,190.0,74.0,R,R,2003-08-03,2010-06-25,atkig001,atkinga01,ucla,1999.0
atkinga01,1979.0,12.0,12.0,USA,CA,Orange,,,,,,,Garrett,Atkins,Garrett Bernard,190.0,74.0,R,R,2003-08-03,2010-06-25,atkig001,atkinga01,ucla,2000.0
atkinja01,1921.0,3.0,10.0,USA,AL,Birmingham,2009.0,2.0,28.0,USA,AL,Hanceville,James,Atkins,James Curtis,205.0,75.0,L,R,1950-09-29,1952-05-10,atkij101,atkinja01,,
atkinle01,1904.0,6.0,4.0,USA,IL,Chicago,1961.0,2.0,12.0,USA,IL,Chicago,Lefty,Atkinson,Hubert Burley,149.0,66.0,L,L,1927-08-05,1927-08-05,atkil101,atkinle01,,
atkinmi01,1985.0,10.0,1.0,USA,NC,Browns Summit,,,,,,,Mitch,Atkins,Mitchell Shane,225.0,76.0,R,R,2009-07-29,2011-07-17,atkim001,atkinmi01,,
atkinto01,1887.0,12.0,9.0,USA,NE,Ponca,1956.0,5.0,7.0,USA,OH,Cleveland,Tommy,Atkins,Francis Montgomery,165.0,70.0,L,L,1909-10-02,1910-09-28,atkit101,atkinto01,,
attredi01,1897.0,4.0,8.0,USA,IL,Chicago,1964.0,7.0,5.0,USA,IL,Chicago,Dick,Attreau,Richard Gilbert,160.0,72.0,L,L,1926-09-14,1927-09-28,attrd101,attredi01,,
atwelto01,1924.0,3.0,8.0,USA,VA,Leesburg,2003.0,1.0,25.0,USA,VA,Purcellville,Toby,Atwell,Maurice Dailey,185.0,69.0,L,R,1952-04-15,1956-09-28,atwet101,atwelto01,vatech,1943.0
atwoobi01,1911.0,9.0,25.0,USA,GA,Rome,1993.0,9.0,14.0,USA,TX,Snyder,Bill,Atwood,William Franklin,190.0,71.0,R,R,1936-04-15,1940-09-29,atwob101,atwoobi01,,
atzja01,1879.0,7.0,1.0,USA,DC,Washington,1945.0,5.0,22.0,USA,LA,New Orleans,Jake,Atz,Jacob Henry,160.0,69.0,R,R,1902-09-24,1909-09-30,atz-j101,atzja01,,
aubreha01,1881.0,7.0,5.0,USA,MO,St. Joseph,1953.0,9.0,18.0,USA,MD,Baltimore,Chub,Aubrey,Harry Herbert,130.0,67.0,R,R,1903-04-22,1903-09-27,aubrc101,aubreha01,,
aubremi01,1982.0,4.0,15.0,USA,LA,Shreveport,,,,,,,Michael,Aubrey,Robert Michael,190.0,72.0,L,L,2008-05-17,2009-10-04,aubrm001,aubremi01,tulane,2001.0
aubremi01,1982.0,4.0,15.0,USA,LA,Shreveport,,,,,,,Michael,Aubrey,Robert Michael,190.0,72.0,L,L,2008-05-17,2009-10-04,aubrm001,aubremi01,tulane,2002.0
aubremi01,1982.0,4.0,15.0,USA,LA,Shreveport,,,,,,,Michael,Aubrey,Robert Michael,190.0,72.0,L,L,2008-05-17,2009-10-04,aubrm001,aubremi01,tulane,2003.0
aucoide01,1970.0,3.0,27.0,CAN,QC,Lachine,,,,,,,Derek,Aucoin,Derek Alfred,235.0,79.0,R,R,1996-05-21,1996-05-25,aucod001,aucoide01,,
auderi01,1971.0,7.0,13.0,USA,CA,Van Nuys,,,,,,,Rich,Aude,Richard Thomas,180.0,77.0,R,R,1993-09-09,1996-05-15,auder001,auderi01,,
auerbri01,1950.0,2.0,15.0,USA,CA,Woodland Hills,,,,,,,Rick,Auerbach,Frederick Steven,165.0,72.0,R,R,1971-04-13,1981-08-12,auerr101,auerbri01,capierc,1969.0
augenbr01,1986.0,7.0,11.0,USA,FL,Sebastian,,,,,,,Bryan,Augenstein,Bryan Christopher,230.0,78.0,R,R,2009-05-13,2011-04-12,augeb001,augenbr01,florida,2005.0
augenbr01,1986.0,7.0,11.0,USA,FL,Sebastian,,,,,,,Bryan,Augenstein,Bryan Christopher,230.0,78.0,R,R,2009-05-13,2011-04-12,augeb001,augenbr01,florida,2006.0
augenbr01,1986.0,7.0,11.0,USA,FL,Sebastian,,,,,,,Bryan,Augenstein,Bryan Christopher,230.0,78.0,R,R,2009-05-13,2011-04-12,augeb001,augenbr01,florida,2007.0
augusda01,1949.0,11.0,28.0,USA,WV,Follansbee,,,,,,,Dave,Augustine,David Ralph,174.0,74.0,R,R,1973-09-03,1974-10-02,augud101,augusda01,flmdkjc,1968.0
